what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470628797210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470628805778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470628902482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470628905774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470628906725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629578326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470629582616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629584254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629591820
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470629592272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470629592413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470629594269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629596609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629601398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470629602350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470629609791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470629610477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470629668712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470629681582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470629693750
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470629699695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629703736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629704844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629704860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629745112
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1470629769718
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470629769935
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470629772770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629773797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629863944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470629869123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470629871323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470630330915
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470630333193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470630337670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470630344097
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470630344799
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470630344924
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470630345501
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470630345595
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470630348184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470630355953
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470630357248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470630358387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470630361585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470630362973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470630366171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470630367325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470630375937
